DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	PHIX	RHOMAT	MBVI	MPHI
4491.5	-18.25	80.4618	10.7008	10	0.6107	0.6247	0.622	2.2598	0.413553	40	0.3496554	2.883362	0.150895	0.16123
4492	-18.25	81.531	10.645	10	0.549	0.623	0.622	2.264	0.42187	40	0.3493243	2.888909	0.15076	0.16062
4492.5	-17.8547	79.9762	10.4973	10	0.5762	0.6245	0.6207	2.2653	0.407825	40	0.3518113	2.897779	0.14945	0.15922
4493	-18.063	77.037	10.509	10	0.607	0.627	0.619	2.262	0.40175	40	0.352614	2.894911	0.14734	0.157385
4493.5	-14.7292	77.5075	10.4992	10	0.6622	0.629	0.6168	2.2492	0.399743	40	0.3540507	2.879087	0.14523	0.15555
4494	-13.375	78.515	10.51	10	0.623	0.629	0.616	2.24	0.41416	40	0.3582069	2.876273	0.14176	0.15321
4494.5	-12.3963	79.6685	10.4937	10	0.543	0.6278	0.6178	2.2278	0.414258	40	0.3595306	2.860896	0.13729	0.15048
4495	-12.813	79.386	10.487	10	0.553	0.627	0.617	2.217	0.41905	40	0.3640478	2.856421	0.13738	0.1509
4495.5	-13.6567	77.955	10.4325	10	0.6955	0.6267	0.613	2.2123	0.388747	40	0.3669661	2.857094	0.13747	0.15132
4496	-13.5	76.845	10.445	10	0.778	0.625	0.608	2.219	0.40398	40	0.3658697	2.864621	0.14534	0.15814
4496.5	-14.2813	82.2027	10.4772	10	0.693	0.617	0.599	2.2225	0.426157	40	0.363949	2.864796	0.14903	0.16088
4497	-13.813	84.466	10.483	10	0.613	0.607	0.594	2.23	0.45374	40	0.3567602	2.856732	0.14734	0.15876
4497.5	-13.1358	87.7483	10.4623	10	0.5503	0.5908	0.5867	2.2263	0.484127	40	0.3555434	2.847674	0.14704	0.15846
4498	-12.875	87.815	10.449	10	0.552	0.58	0.58	2.228	0.48286	40	0.3554879	2.850161	0.14707	0.158375
4498.5	-14.0838	91.521	10.4633	10	0.5193	0.5688	0.572	2.2263	0.48429	40	0.3555342	2.847649	0.1471	0.15829
4499	-14.813	93.086	10.38	10	0.541	0.563	0.567	2.228	0.44649	40	0.3572493	2.854957	0.14834	0.15907
4499.5	-15.6047	94.777	10.279	10	0.5108	0.5613	0.5637	2.2188	0.490927	40	0.3671175	2.867785	0.1531	0.1632
4500	-15.813	93.312	10.179	10	0.52	0.563	0.562	2.213	0.49431	40	0.3675118	2.859717	0.15893	0.16844
4500.5	-16.5108	90.0702	10.1923	10	0.5398	0.5687	0.5587	2.2048	0.473878	40	0.3678134	2.847585	0.16643	0.17585
4501	-16.875	85.341	10.294	10	0.574	0.572	0.557	2.199	0.42417	40	0.371984	2.849955	0.169075	0.178725
4501.5	-17.823	82.2392	10.5195	10	0.6068	0.5722	0.5532	2.1918	0.408417	40	0.3692382	2.830923	0.17172	0.1816
4502	-18.188	83.045	10.512	10	0.616	0.568	0.549	2.186	0.4165	40	0.3727531	2.831376	0.17489	0.18569
4502.5	-19.3233	88.2263	10.3847	10	0.5658	0.5548	0.5462	2.193	0.426877	40	0.3722355	2.841099	0.17673	0.18864
4503	-20	90.338	10.428	10	0.515	0.544	0.542	2.193	0.42796	40	0.372269	2.841192	0.17798	0.19038
4503.5	-19.6772	97.2877	10.3208	10	0.4573	0.533	0.5358	2.2003	0.448717	40	0.3687113	2.842943	0.17767	0.18999
4504	-18.688	98.196	10.24	10	0.474	0.528	0.53	2.197	0.46225	40	0.3686849	2.837643	0.176285	0.188595
4504.5	-18.9167	100.2713	10.2073	10	0.5235	0.5247	0.5187	2.1935	0.469122	40	0.3689536	2.832836	0.1749	0.1872
4505	-17.875	94.918	10.244	10	0.541	0.523	0.512	2.201	0.45518	40	0.3684791	2.84341	0.17111	0.18348
4505.5	-19.0938	96.4283	10.4052	10	0.506	0.5178	0.5057	2.2013	0.429213	40	0.3650379	2.834434	0.16756	0.17976
4506	-19.563	95.225	10.301	10	0.471	0.512	0.504	2.203	0.42318	40	0.3650191	2.83706	0.16752	0.17882
4506.5	-19.1358	100.8832	10.2998	10	0.462	0.5042	0.5012	2.187	0.430317	40	0.3726412	2.832661	0.1685	0.17895
4507	-20.125	96.094	10.299	10	0.467	0.5	0.497	2.182	0.44325	40	0.3705961	2.819087	0.16782	0.178215
4507.5	-18.7813	91.673	10.3053	10	0.4737	0.4968	0.4922	2.1815	0.453658	40	0.3707043	2.818588	0.16714	0.17748
4508	-18.938	89.453	10.337	10	0.482	0.496	0.488	2.189	0.46465	40	0.3695228	2.827263	0.16576	0.17646
4508.5	-18.7813	95.0297	10.3795	10	0.4902	0.4935	0.4833	2.198	0.487217	40	0.3683407	2.838279	0.16631	0.17732
4509	-18.313	96.878	10.437	10	0.491	0.491	0.48	2.203	0.49535	40	0.3680413	2.845367	0.17127	0.18206
4509.5	-19.8333	96.78	10.3837	10	0.4768	0.486	0.4775	2.1912	0.505135	40	0.3685273	2.828024	0.17704	0.18743
4510	-19.625	99	10.232	10	0.466	0.481	0.475	2.182	0.48966	40	0.3692701	2.815473	0.17949	0.189725
4510.5	-20.6563	97.9402	10.1513	10	0.456	0.4753	0.4703	2.1875	0.47004	40	0.3695485	2.824954	0.18194	0.19202
4511	-20.188	97.181	10.138	10	0.456	0.472	0.467	2.195	0.43799	40	0.3688931	2.835047	0.18479	0.19492
4511.5	-19.9792	93.6787	10.1232	10	0.4363	0.4675	0.4638	2.1953	0.463882	40	0.3688427	2.835383	0.18623	0.19639
4512	-21.125	96.757	10.124	10	0.433	0.465	0.463	2.177	0.45709	40	0.3715271	2.813678	0.18833	0.19822
4512.5	-20.7813	103.7603	10.1365	10	0.426	0.4643	0.4647	2.1583	0.48018	40	0.3803749	2.807968	0.18819	0.19815
4513	-21.563	106.687	10.164	10	0.416	0.466	0.468	2.15	0.47958	40	0.3809397	2.796119	0.18712	0.197325
4513.5	-20.7188	104.4862	10.1852	10	0.4325	0.4735	0.4737	2.1628	0.511142	40	0.3805121	2.815611	0.18605	0.1965
4514	-19.938	101.357	10.216	10	0.45	0.481	0.477	2.177	0.50635	40	0.3690279	2.80689	0.18524	0.19577
4514.5	-19.448	95.7037	10.2155	10	0.5057	0.4935	0.483	2.1922	0.467043	40	0.3691265	2.83125	0.18754	0.19728
4515	-18.563	94.997	10.283	10	0.509	0.501	0.488	2.203	0.45136	40	0.3685604	2.846802	0.19458	0.20327
4515.5	-19.1047	94.2207	10.1255	10	0.4992	0.5075	0.4975	2.2028	0.444342	40	0.368315	2.845807	0.20215	0.21028
4516	-19.938	94.879	10.108	10	0.475	0.51	0.505	2.202	0.4538	40	0.3684785	2.844992	0.20469	0.21289
4516.5	-20.9588	90.4185	10.0907	10	0.4838	0.5122	0.5105	2.1945	0.466908	40	0.3688867	2.834237	0.20723	0.2155
4517	-22.313	87.491	10.089	10	0.493	0.513	0.513	2.192	0.48615	40	0.3687464	2.829891	0.20596	0.2148
4517.5	-22.2297	87.7195	10.1198	10	0.4972	0.5155	0.518	2.1995	0.482602	40	0.3682606	2.840433	0.19848	0.20765
4518	-23.063	92.112	10.124	10	0.488	0.518	0.523	2.207	0.47871	40	0.3676569	2.850632	0.19133	0.20075
4518.5	-22.7813	89.9827	10.1547	10	0.496	0.5245	0.536	2.2097	0.47993	40	0.3674532	2.854337	0.18757	0.1973
4519	-22.938	89.321	10.168	10	0.501	0.532	0.551	2.208	0.50433	40	0.367865	2.85279	0.189135	0.198935
4519.5	-22.188	89.8448	10.1832	10	0.4977	0.5525	0.582	2.2098	0.487422	40	0.3675767	2.854837	0.1907	0.20057
4520	-22.188	93.074	10.214	10	0.481	0.575	0.612	2.209	0.49268	40	0.3677007	2.853916	0.20263	0.21295
4520.5	-22.3025	94.8012	10.2027	10	0.5058	0.6342	0.6772	2.2313	0.469357	40	0.3559566	2.856559	0.21069	0.22516
4521	-22.875	89.842	10.191	10	0.51	0.695	0.733	2.248	0.44739	40	0.3540697	2.877282	0.20292	0.22771
4521.5	-25.25	79.2638	10.2787	10	0.8082	0.822	0.8248	2.2273	0.375195	40	0.3480937	2.829236	0.19202	0.23012
4522	-27.75	74.208	10.162	10	1.039	0.937	0.904	2.184	0.32742	40	0.3307289	2.719672	0.188415	0.23453
4522.5	-33.1563	76.5002	10.0843	10	1.1817	1.1475	1.1132	2.1182	0.323707	40	0.3491475	2.66441	0.18481	0.23894
4523	-36.438	80.581	10.106	10	1.165	1.335	1.364	2.089	0.31019	40	0.3514554	2.624953	0.1789	0.24979
4523.5	-38.9067	89.682	10.107	10	1.7663	1.7375	1.693	2.0688	0.29825	40	0.3667824	2.629964	0.17881	0.26749
4524	-40.625	94.267	10.182	10	2.663	2.145	1.908	2.068	0.28785	40	0.359782	2.611985	0.17576	0.28267
4524.5	-43.8438	110.8462	10.1283	10	4.3062	3.0205	2.3797	2.0718	0.308682	40	0.3655833	2.631801	0.16612	0.28615
4525	-45.563	118.327	10.035	10	5.537	3.788	2.853	2.071	0.32279	40	0.3692597	2.639461	0.160465	0.285515
4525.5	-46.1047	123.3927	10.07	10	6.3377	4.6855	3.535	2.0733	0.316977	40	0.3670724	2.637775	0.15481	0.28488
4526	-47.563	116.631	10.11	10	6.491	4.998	3.98	2.09	0.31171	40	0.3513126	2.626159	0.14028	0.28179
4526.5	-46.813	100.7882	10.1775	10	6.2112	4.8882	4.3583	2.1317	0.30346	40	0.3330029	2.646783	0.13057	0.27988
4527	-46.813	91.504	10.145	10	5.367	4.714	4.505	2.12	0.30236	40	0.3457378	2.659008	0.12861	0.28104
4527.5	-45.3755	82.1727	10.1292	10	4.3352	4.6315	4.7112	2.0688	0.308957	40	0.366761	2.629912	0.1305	0.28385
4528	-45.063	78.251	10.165	10	3.841	4.744	4.892	2.033	0.32394	40	0.3827113	2.611448	0.13145	0.283395
4528.5	-46.24	79.3628	10.1863	10	4.464	5.3182	4.973	2.0227	0.338133	40	0.3975946	2.631693	0.1324	0.28294
4529	-45.25	84.317	10.188	10	5.554	5.904	4.753	2.021	0.3477	40	0.4047305	2.647198	0.12754	0.27993
4529.5	-46.25	92.9882	10.1193	10	8.7703	6.273	4.013	2.0123	0.35034	40	0.407368	2.639404	0.11431	0.28071
4530	-45.625	95.029	10.061	10	10.822	5.808	3.353	2.014	0.37984	40	0.4148213	2.661916	0.10848	0.28916
4530.5	-45.5942	90.9305	10.0055	10	8.4928	4.0437	2.3637	2.0085	0.391628	40	0.4247042	2.679188	0.11177	0.30385
4531	-46.375	83.463	10.013	10	4.862	2.797	1.837	2.031	0.39522	40	0.4100912	2.67821	0.114355	0.30946
4531.5	-42.438	77.9903	10.0147	10	1.8707	1.713	1.3943	2.0813	0.376232	40	0.3880247	2.703496	0.11694	0.31507
4532	-38.688	73.772	10.093	10	0.914	1.243	1.171	2.133	0.37904	40	0.3747978	2.752266	0.12548	0.31659
4532.5	-34.3542	74.0943	10.293	10	0.636	0.9038	0.9593	2.1873	0.382665	40	0.3641903	2.810103	0.14032	0.31108
4533	-29.25	72.076	10.353	10	0.651	0.763	0.861	2.209	0.38754	40	0.3673804	2.853028	0.16311	0.3073
4533.5	-28.7605	70.3962	10.344	10	0.8037	0.6715	0.779	2.2233	0.358352	40	0.3354183	2.790236	0.18471	0.30687
4534	-28.813	69.387	10.369	10	0.872	0.644	0.739	2.23	0.34191	40	0.3244556	2.772725	0.192705	0.30714
4534.5	-30.2917	68.4863	10.4777	10	0.8872	0.654	0.7225	2.23	0.316288	40	0.3055476	2.727181	0.2007	0.30741
4535	-29.875	68.828	10.166	10	0.903	0.684	0.725	2.2	0.33168	40	0.3248957	2.729378	0.21	0.30072
4535.5	-32.3333	69.3157	10.0722	10	1.2538	0.7478	0.7308	2.1283	0.36262	40	0.3614383	2.710338	0.20493	0.28435
4536	-31.5	69.934	9.998	10	1.368	0.792	0.735	2.1	0.38672	40	0.3927032	2.746641	0.19333	0.26721
4536.5	-28.5317	75.6207	10.0718	10	1.114	0.8107	0.7365	2.1268	0.391268	40	0.3801103	2.756424	0.17909	0.24937
4537	-26.5	77.639	10.191	10	0.869	0.794	0.739	2.176	0.39201	40	0.3686712	2.804342	0.16904	0.23861
4537.5	-15.8755	81.5268	10.3598	10	0.6987	0.7413	0.7302	2.2447	0.399247	40	0.3542536	2.872677	0.15899	0.22785
4538	-14.313	79.246	10.339	10	0.627	0.703	0.711	2.268	0.40373	40	0.3512973	2.900517	0.13585	0.20483
4538.5	-9.4172	80.2957	10.1608	10	0.5613	0.6677	0.6872	2.2613	0.437388	40	0.3495563	2.885397	0.12437	0.19158
4539	-8.063	80.699	10.215	10	0.578	0.656	0.678	2.258	0.44123	40	0.3529477	2.889654	0.12904	0.18723
4539.5	-11.4063	81.9712	10.2937	10	0.6912	0.6625	0.6685	2.2137	0.424537	40	0.3645627	2.852651	0.14178	0.18892
4540	-15.313	79.487	10.277	10	0.847	0.675	0.666	2.202	0.39097	40	0.3682527	2.844368	0.143328	0.18919
4540.5	-16.3333	77.7717	10.2002	10	0.8218	0.6948	0.6672	2.192	0.380492	40	0.3628001	2.813748	0.144875	0.18946
4541	-18.625	77.67	10.186	10	0.786	0.704	0.668	2.207	0.4086	40	0.3677386	2.850858	0.14797	0.19
4541.5	-13.7292	80.3013	10.403	10	0.7227	0.6998	0.6675	2.2133	0.41967	40	0.3643528	2.851443	0.14064	0.18393
4542	-11.125	80.113	10.408	10	0.676	0.689	0.66	2.215	0.44492	40	0.3666799	2.860563	0.12919	0.17269
4542.5	-10.7608	83.3418	10.4105	10	0.5533	0.6668	0.645	2.2318	0.418923	40	0.3589143	2.865443	0.13997	0.17404
4543	-10.5	81.926	10.253	10	0.49	0.651	0.635	2.231	0.41844	40	0.3590059	2.864447	0.145545	0.17671
4543.5	-13.073	79.506	10.2112	10	0.5805	0.6328	0.6197	2.2058	0.398475	40	0.3682734	2.850441	0.15112	0.17938
4544	-17.813	75.916	10.217	10	0.723	0.622	0.608	2.185	0.38585	40	0.3656557	2.810427	0.16349	0.18771
4544.5	-24.1255	77.649	10.3775	10	0.833	0.608	0.5965	2.1678	0.353125	40	0.3464671	2.733889	0.16816	0.197
4545	-28.813	73.234	10.425	10	0.773	0.598	0.589	2.157	0.33745	40	0.3481755	2.721602	0.17366	0.20973
4545.5	-30.0213	67.8545	10.2492	10	0.6763	0.5853	0.5792	2.1652	0.33649	40	0.339873	2.713629	0.18223	0.22477
4546	-31.063	65.432	10.195	10	0.728	0.577	0.575	2.181	0.35994	40	0.3451636	2.750794	0.18545	0.230845
4546.5	-29.6563	67.952	10.2627	10	0.7765	0.5692	0.5693	2.1942	0.360607	40	0.3354975	2.746645	0.18867	0.23692
4547	-27.938	66.337	10.191	10	0.749	0.565	0.566	2.19	0.36249	40	0.3359247	2.74138	0.19882	0.24677
4547.5	-26.698	64.0485	10.1553	10	0.6077	0.5593	0.5615	2.1882	0.344653	40	0.336072	2.739033	0.20592	0.25288
4548	-27.688	64.106	10.147	10	0.586	0.556	0.559	2.189	0.34712	40	0.3359208	2.739865	0.20973	0.25495
4548.5	-27.5108	67.747	10.1948	10	0.6408	0.5525	0.5593	2.1953	0.357495	40	0.335383	2.748017	0.21543	0.25438
4549	-27.25	69.002	10.259	10	0.69	0.55	0.561	2.192	0.34967	40	0.3355523	2.74347	0.21747	0.255245
4549.5	-26.7708	67.7663	10.197	10	0.68	0.5518	0.5663	2.1932	0.344472	40	0.3355378	2.74524	0.21951	0.25611
4550	-25.625	68.473	10.242	10	0.61	0.556	0.573	2.199	0.33938	40	0.3350571	2.752773	0.22627	0.26922
4550.5	-22.1983	69.6727	10.2923	10	0.5377	0.5688	0.5823	2.2105	0.358258	40	0.3339609	2.767319	0.23742	0.29211
4551	-21.625	71.691	10.244	10	0.571	0.583	0.589	2.208	0.376	40	0.3530249	2.812585	0.24541	0.31093
4551.5	-21.8333	70.6047	10.1875	10	0.7835	0.6048	0.5995	2.1557	0.407585	40	0.380763	2.80484	0.24516	0.31752
4552	-22.25	68.203	10.275	10	0.906	0.619	0.607	2.119	0.44151	40	0.3906967	2.772402	0.2431	0.31787
4552.5	-24.1567	65.6617	10.3688	10	0.8783	0.6272	0.6215	2.1168	0.447413	40	0.3909688	2.769537	0.24104	0.31822
4553	-22.125	66.065	10.288	10	0.71	0.628	0.639	2.146	0.42988	40	0.3843835	2.79911	0.23704	0.31322
4553.5	-20.7817	69.845	10.2572	10	0.5957	0.6315	0.6853	2.1933	0.403857	40	0.36903	2.832729	0.23574	0.30443
4554	-18.75	74.945	10.233	10	0.554	0.644	0.722	2.22	0.38299	40	0.3555331	2.83787	0.23979	0.30186
4554.5	-18.6355	71.7237	10.2345	10	0.6677	0.6957	0.7623	2.2078	0.384678	40	0.3571074	2.823149	0.23454	0.29734
4555	-20.563	70.752	10.197	10	0.796	0.754	0.789	2.167	0.36647	40	0.3514806	2.745286	0.227	0.2922
4555.5	-24.8958	63.8987	10.2017	10	1.1045	0.8628	0.8397	2.1075	0.399165	40	0.3920128	2.757107	0.21946	0.28706
4556	-30	61.982	10.21	10	1.422	0.942	0.898	2.09	0.39849	40	0.3932187	2.73156	0.19317	0.26974
4556.5	-32.3858	60.3253	10.1942	10	1.3497	1.033	1.0522	2.1137	0.421995	40	0.3890053	2.759098	0.18805	0.27079
4557	-32.125	58.717	10.315	10	1.168	1.088	1.188	2.137	0.41702	40	0.3847991	2.785628	0.18877	0.28362
4557.5	-34.24	59.4028	10.3928	10	1.108	1.1858	1.3347	2.1248	0.421297	40	0.3883904	2.775579	0.18798	0.29171
4558	-35.75	56.167	10.457	10	1.233	1.285	1.428	2.104	0.41448	40	0.3923721	2.752327	0.18719	0.2998
4558.5	-37.615	55.074	10.2653	10	1.6062	1.4957	1.5667	2.0783	0.404452	40	0.3954076	2.718115	0.17243	0.31462
4559	-39.125	51.139	10.187	10	1.922	1.689	1.7	2.07	0.40436	40	0.403827	2.727045	0.14467	0.32323
4559.5	-40.5525	54.1312	10.1167	10	2.3972	2.0458	2.0647	2.0715	0.39335	40	0.403604	2.728951	0.12202	0.32546
4560	-40.5	53.627	10.055	10	2.618	2.36	2.363	2.074	0.3938	40	0.4030384	2.731596	0.11545	0.32873
4560.5	-38.9897	57.1682	10.0352	10	2.7247	2.9675	2.7837	2.0852	0.409902	40	0.3942149	2.726319	0.113875	0.33141
4561	-40.813	54.894	10.036	10	3.218	3.51	3.097	2.086	0.42001	40	0.3961026	2.732728	0.1123	0.33409
4561.5	-39.0733	55.3013	10.0215	10	4.8568	4.2787	3.3413	2.0615	0.41197	40	0.405446	2.717179	0.10877	0.33584
4562	-41.625	53.888	10.039	10	7.306	4.602	3.328	2.044	0.39172	40	0.4073308	2.692794	0.11238	0.33461
4562.5	-43.99	54.4825	10.0268	10	8.2563	4.2053	3.3145	2.0395	0.36855	40	0.3989212	2.663023	0.10865	0.33069
4563	-43.625	53.815	10.061	10	6.113	3.622	3.282	2.047	0.36345	40	0.3887971	2.649404	0.09323	0.32701
4563.5	-41.7505	58.3303	10.0543	10	2.9617	2.9082	3.1697	2.0537	0.380582	40	0.3969396	2.681434	0.090155	0.327725
4564	-40.188	59.712	10.041	10	2.085	2.569	3.073	2.062	0.39734	40	0.4051321	2.717166	0.08708	0.32844
4564.5	-37.9063	58.9595	10.0062	10	2.0432	2.3943	2.8893	2.0538	0.39485	40	0.4059049	2.705467	0.08531	0.33053
4565	-37.438	54.647	10.017	10	2.214	2.396	2.716	2.048	0.40285	40	0.4059703	2.69588	0.08378	0.33347
4565.5	-38.7605	52.9193	10.0183	10	2.778	2.4983	2.4535	2.0367	0.405595	40	0.4085252	2.683669	0.08903	0.34102
4566	-40.063	55.241	10.02	10	3.133	2.545	2.311	2.035	0.41727	40	0.4117213	2.689383	0.0936	0.34825
4566.5	-41.125	56.3407	10.0503	10	2.787	2.4063	2.1577	2.0393	0.410443	40	0.4083449	2.68758	0.099235	0.35294
4567	-41.125	58.369	10.062	10	2.402	2.198	2.046	2.041	0.40616	40	0.4076104	2.688482	0.10487	0.35763
4567.5	-40.9067	56.5725	10.082	10	2.0267	1.8505	1.8588	2.0392	0.415618	40	0.4112067	2.695127	0.12775	0.37168
4568	-40.125	58.49	10.092	10	1.71	1.628	1.728	2.04	0.42296	40	0.4109954	2.695913	0.14199	0.37969
4568.5	-40.4063	55.0323	10.1163	10	1.218	1.4077	1.5892	2.0647	0.404098	40	0.4047734	2.720727	0.14719	0.38066
4569	-40.563	55.739	10.158	10	1.073	1.301	1.525	2.083	0.37769	40	0.3884389	2.707362	0.15113	0.37827
4569.5	-39.3333	56.6455	10.2482	10	1.0878	1.2365	1.467	2.0962	0.35912	40	0.3680532	2.676398	0.15407	0.37266
4570	-40.375	58.668	10.224	10	1.142	1.229	1.427	2.097	0.37037	40	0.3802987	2.70884	0.15701	0.36705
4570.5	-39.5838	60.8448	10.2357	10	1.3607	1.2658	1.376	2.0997	0.378915	40	0.3876076	2.73245	0.16724	0.35052
4571	-40.938	60.224	10.254	10	1.569	1.295	1.346	2.103	0.38194	40	0.382759	2.724973	0.17573	0.33881
4571.5	-41.5	58.5782	10.3647	10	1.4285	1.282	1.2837	2.1025	0.348573	40	0.3672721	2.684409	0.18975	0.33488
4572	-40.875	55.349	10.308	10	1.171	1.227	1.222	2.1	0.35469	40	0.3674494	2.680901	0.20427	0.33383
4572.5	-40.8025	54.3992	10.3227	10	0.8613	1.0955	1.116	2.1105	0.34204	40	0.3658887	2.693569	0.20826	0.33446
4573	-38.875	55.705	10.736	10	0.753	0.993	1.041	2.133	0.34664	40	0.3513979	2.692656	0.21225	0.33509
4573.5	-38.0108	55.2093	10.994	10	0.7177	0.8745	0.9445	2.1633	0.339285	40	0.3473405	2.72918	0.22099	0.34042
4574	-37.125	57.406	11.029	10	0.746	0.807	0.882	2.17	0.35506	40	0.346115	2.736373	0.23164	0.34318
4574.5	-35.6667	58.3905	10.8585	10	0.8415	0.7385	0.8058	2.1603	0.375867	40	0.3660208	2.772452	0.24032	0.33992
4575	-35.875	59.473	10.606	10	0.899	0.701	0.755	2.157	0.3782	40	0.3671536	2.770232	0.24558	0.3303
4575.5	-35.2292	60.906	10.5032	10	0.8582	0.6622	0.6975	2.1527	0.358985	40	0.3484066	2.715578	0.24591	0.32293
4576	-36.375	61.881	10.514	10	0.799	0.638	0.665	2.146	0.35596	40	0.3487767	2.706208	0.24624	0.31556
4576.5	-36.3958	64.1618	10.5747	10	0.7215	0.6118	0.6297	2.1598	0.355163	40	0.3475424	2.72432	0.24926	0.30522
4577	-36.5	62.951	10.623	10	0.699	0.596	0.608	2.169	0.36638	40	0.3512366	2.74775	0.25224	0.30099
4577.5	-37.115	60.1763	10.6127	10	0.7017	0.5778	0.5855	2.1883	0.361993	40	0.3361148	2.739289	0.25602	0.30149
4578	-36.125	57.808	10.671	10	0.695	0.567	0.573	2.2	0.36176	40	0.3349554	2.754024	0.26071	0.29993
4578.5	-36.1875	58.9182	10.6142	10	0.6693	0.5547	0.5583	2.204	0.376692	40	0.3533648	2.8073	0.259955	0.297185
4579	-35.25	59.019	10.58	10	0.656	0.548	0.55	2.204	0.37755	40	0.353789	2.80842	0.2592	0.29444
4579.5	-34.7713	61.5382	10.4638	10	0.6975	0.5425	0.5405	2.193	0.373122	40	0.3498042	2.781032	0.26385	0.29602
4580	-35.188	59.924	10.413	10	0.72	0.54	0.538	2.183	0.35618	40	0.3368258	2.733055	0.27724	0.30658
4580.5	-34.4483	58.733	10.2617	10	0.7388	0.5417	0.5398	2.1627	0.350518	40	0.3471836	2.72787	0.28142	0.31363
4581	-35.75	58.043	10.21	10	0.743	0.545	0.544	2.141	0.34801	40	0.3491587	2.699468	0.28019	0.32044
4581.5	-36.3647	54.9695	10.3148	10	0.718	0.5552	0.556	2.1303	0.362637	40	0.3610924	2.712596	0.282	0.321515
4582	-36.313	55.187	10.504	10	0.678	0.566	0.566	2.137	0.36562	40	0.3612227	2.723414	0.28381	0.32259
4582.5	-35.8858	55.6858	10.3027	10	0.6263	0.5893	0.5832	2.1767	0.384133	40	0.3659486	2.798127	0.28211	0.31758
4583	-34.375	57.98	10.561	10	0.648	0.611	0.599	2.2	0.37265	40	0.3433409	2.775146	0.27717	0.31893
4583.5	-33.7088	57.4202	10.9565	10	0.6762	0.6475	0.622	2.203	0.378523	40	0.3542753	2.808158	0.27631	0.32154
4584	-33.813	57.926	11.394	10	0.727	0.675	0.637	2.193	0.36314	40	0.3356115	2.745122	0.27862	0.32814
4584.5	-33.688	59.096	11.0302	10	0.7577	0.7078	0.6577	2.1828	0.35594	40	0.3368577	2.732832	0.280825	0.335145
4585	-34.313	60.711	10.446	10	0.741	0.727	0.671	2.182	0.35684	40	0.3369842	2.731937	0.28303	0.34215
4585.5	-34.9797	59.1265	10.582	10	0.7112	0.7417	0.6808	2.188	0.376592	40	0.3611532	2.803069	0.28748	0.34624
4586	-35.813	58.824	11.152	10	0.722	0.745	0.68	2.198	0.38445	40	0.368541	2.83883	0.29492	0.3506
4586.5	-36.4067	56.387	11.021	10	0.7727	0.7333	0.665	2.2058	0.385678	40	0.3577259	2.821695	0.30139	0.35391
4587	-36.25	57.522	10.651	10	0.786	0.715	0.65	2.205	0.38532	40	0.3575919	2.82009	0.30627	0.3517
4587.5	-36.1355	59.6817	10.605	10	0.7207	0.6747	0.6322	2.2017	0.382672	40	0.3563606	2.811673	0.311435	0.35373
4588	-35.563	63.315	10.805	10	0.679	0.643	0.618	2.185	0.36608	40	0.3468813	2.76126	0.3166	0.35576
4588.5	-34.9692	63.8232	10.4478	10	0.6842	0.6045	0.5942	2.1777	0.35158	40	0.337841	2.727555	0.3268	0.35857
4589	-35.125	63.739	10.512	10	0.735	0.582	0.575	2.171	0.34938	40	0.3458378	2.737209	0.32749	0.35208
4589.5	-34.5938	62.1472	10.5163	10	0.8202	0.5572	0.5538	2.176	0.350838	40	0.3382231	2.725926	0.32077	0.34452
4590	-35.063	62.058	10.288	10	0.846	0.543	0.543	2.171	0.35128	40	0.3458421	2.737219	0.30724	0.33747
4590.5	-34.3542	60.0595	10.1703	10	0.8237	0.525	0.5323	2.1777	0.344837	40	0.3377821	2.72741	0.301835	0.336145
4591	-34.25	60.362	10.147	10	0.832	0.515	0.529	2.176	0.35197	40	0.338211	2.725896	0.29643	0.33482
4591.5	-35.1983	59.6583	10.172	10	0.8688	0.5067	0.5325	2.1653	0.370043	40	0.3532567	2.747176	0.29231	0.3362
4592	-34.625	59.355	10.182	10	0.918	0.505	0.54	2.157	0.36876	40	0.3533585	2.7346	0.28833	0.33138
4592.5	-35.3438	61.9962	10.1627	10	0.8977	0.515	0.5638	2.155	0.360482	40	0.3482772	2.718786	0.28469	0.31972
4593	-35.188	62.487	10.131	10	0.856	0.53	0.588	2.15	0.35814	40	0.3485996	2.711912	0.28362	0.31107
4593.5	-34.948	62.7592	10.1357	10	0.7917	0.5715	0.6333	2.145	0.371788	40	0.3635748	2.741984	0.279215	0.30742
4594	-36.563	60.035	10.159	10	0.78	0.614	0.675	2.14	0.36263	40	0.350381	2.700938	0.27481	0.30377
4594.5	-36.0522	60.1005	10.1255	10	0.77	0.7015	0.7818	2.1428	0.387898	40	0.3817416	2.786673	0.24705	0.2935
4595	-37.563	60.428	10.133	10	0.73	0.784	0.886	2.147	0.39069	40	0.3814185	2.792582	0.21226	0.28424
4595.5	-37.6463	61.3952	10.5468	10	0.7228	0.9767	1.1053	2.1398	0.428298	40	0.3845961	2.789622	0.18396	0.2871
4596	-39.313	60.621	10.891	10	0.807	1.185	1.287	2.119	0.41714	40	0.388562	2.766563	0.16101	0.30312
4596.5	-41.7713	54.9488	10.2753	10	1.8762	1.755	1.7335	2.0623	0.397603	40	0.4050936	2.717565	0.14977	0.312405
